"area_code","area_type","area_name","year","period","type_definition","indicator","numerator","measure","upper_confidence_interval","lower_confidence_interval"
"S12000011","Council area","East Renfrewshire",2008,"2006 to 2010 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.4,5.1,12.5,1.5
"S12000011","Council area","East Renfrewshire",2009,"2007 to 2011 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.8,4.4,11.6,1.1
"S12000011","Council area","East Renfrewshire",2010,"2008 to 2012 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.4,4,11,0.9
"S12000011","Council area","East Renfrewshire",2011,"2009 to 2013 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.6,4.2,11.3,1
"S12000011","Council area","East Renfrewshire",2012,"2010 to 2014 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.4,2.8,9.1,0.4
"S12000011","Council area","East Renfrewshire",2013,"2011 to 2015 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.4,2.8,9.1,0.4
"S12000011","Council area","East Renfrewshire",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.4,2.8,9,0.4
"S12000011","Council area","East Renfrewshire",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.6,1.8,7.6,0.1
"S12000011","Council area","East Renfrewshire",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.4,1.6,7.2,0.1
"S12000011","Council area","East Renfrewshire",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.6,1.9,7.7,0.1
"S12000011","Council area","East Renfrewshire",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.4,1.7,7.4,0.1
"S12000011","Council area","East Renfrewshire",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.6,1.9,8,0.1
"S12000013","Council area","Na h-Eileanan Siar",2004,"2002 to 2006 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.2,4.9,24.1,0.1
"S12000013","Council area","Na h-Eileanan Siar",2005,"2003 to 2007 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.4,5.6,25,0.3
"S12000013","Council area","Na h-Eileanan Siar",2006,"2004 to 2008 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.4,5.6,25,0.3
"S12000013","Council area","Na h-Eileanan Siar",2007,"2005 to 2009 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.2,4.8,23.6,0.1
"S12000013","Council area","Na h-Eileanan Siar",2008,"2006 to 2010 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1,4,22.1,0.1
"S12000013","Council area","Na h-Eileanan Siar",2009,"2007 to 2011 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1,4.1,22.9,0.1
"S12000013","Council area","Na h-Eileanan Siar",2010,"2008 to 2012 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1,4.2,23.4,0.1
"S12000013","Council area","Na h-Eileanan Siar",2011,"2009 to 2013 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1,4.2,23.6,0.1
"S12000013","Council area","Na h-Eileanan Siar",2012,"2010 to 2014 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1,4.2,23.6,0.1
"S12000013","Council area","Na h-Eileanan Siar",2013,"2011 to 2015 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.4,6,26.8,0.3
"S12000013","Council area","Na h-Eileanan Siar",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.8,3.4,22.3,0
"S12000013","Council area","Na h-Eileanan Siar",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.4,1.7,19.5,0
"S12000013","Council area","Na h-Eileanan Siar",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.4,1.8,20.2,0
"S12000013","Council area","Na h-Eileanan Siar",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.4,1.9,20.7,0
"S12000013","Council area","Na h-Eileanan Siar",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.2,1,19.6,0
"S12000013","Council area","Na h-Eileanan Siar",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.6,3,24.6,0
"S12000014","Council area","Falkirk",2004,"2002 to 2006 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",8.4,5,9.8,2.2
"S12000014","Council area","Falkirk",2005,"2003 to 2007 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",7.4,4.2,8.6,1.8
"S12000014","Council area","Falkirk",2006,"2004 to 2008 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",7.4,4.1,8.3,1.7
"S12000014","Council area","Falkirk",2007,"2005 to 2009 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",7,3.8,7.8,1.5
"S12000014","Council area","Falkirk",2008,"2006 to 2010 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",6.2,3.3,7.1,1.2
"S12000014","Council area","Falkirk",2009,"2007 to 2011 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",7,3.7,7.7,1.5
"S12000014","Council area","Falkirk",2010,"2008 to 2012 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",7.4,4,8.1,1.7
"S12000014","Council area","Falkirk",2011,"2009 to 2013 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",7,3.9,8,1.6
"S12000014","Council area","Falkirk",2012,"2010 to 2014 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",7.2,4.1,8.3,1.7
"S12000014","Council area","Falkirk",2013,"2011 to 2015 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",6.4,3.7,8,1.4
"S12000014","Council area","Falkirk",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",6.6,4,8.3,1.5
"S12000014","Council area","Falkirk",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",6.4,3.9,8.4,1.5
"S12000014","Council area","Falkirk",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",6,3.8,8.2,1.4
"S12000014","Council area","Falkirk",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5,3.3,7.6,1
"S12000014","Council area","Falkirk",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.8,3.2,7.6,1
"S12000014","Council area","Falkirk",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.4,3,7.3,0.9
"S12000017","Council area","Highland",2004,"2002 to 2006 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",6,2.8,6.1,1
"S12000017","Council area","Highland",2005,"2003 to 2007 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5.4,2.5,5.6,0.8
"S12000017","Council area","Highland",2006,"2004 to 2008 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5.8,2.5,5.6,0.9
"S12000017","Council area","Highland",2007,"2005 to 2009 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",7.4,3.2,6.5,1.3
"S12000017","Council area","Highland",2008,"2006 to 2010 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",7.2,3,6.2,1.2
"S12000017","Council area","Highland",2009,"2007 to 2011 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",8.8,3.7,7,1.7
"S12000017","Council area","Highland",2010,"2008 to 2012 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",9.6,4,7.4,1.9
"S12000017","Council area","Highland",2011,"2009 to 2013 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",9.4,4,7.5,1.9
"S12000017","Council area","Highland",2012,"2010 to 2014 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",7.8,3.3,6.6,1.4
"S12000017","Council area","Highland",2013,"2011 to 2015 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",7.8,3.4,6.7,1.4
"S12000017","Council area","Highland",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5.6,2.5,5.5,0.9
"S12000017","Council area","Highland",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.6,2.1,5,0.6
"S12000017","Council area","Highland",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.8,2.2,5.3,0.7
"S12000017","Council area","Highland",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5.4,2.6,5.9,0.9
"S12000017","Council area","Highland",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5.6,2.8,6.2,1
"S12000017","Council area","Highland",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5.8,3,6.5,1.1
"S12000018","Council area","Inverclyde",2004,"2002 to 2006 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",7,8.2,16.9,3.3
"S12000018","Council area","Inverclyde",2005,"2003 to 2007 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",7.6,8.8,17.6,3.7
"S12000018","Council area","Inverclyde",2006,"2004 to 2008 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",7,8,16.5,3.2
"S12000018","Council area","Inverclyde",2007,"2005 to 2009 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",6,7,15.3,2.6
"S12000018","Council area","Inverclyde",2008,"2006 to 2010 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5.6,6.7,15,2.3
"S12000018","Council area","Inverclyde",2009,"2007 to 2011 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5,6,14.1,1.9
"S12000018","Council area","Inverclyde",2010,"2008 to 2012 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.2,4,11.2,0.9
"S12000018","Council area","Inverclyde",2011,"2009 to 2013 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.2,2.8,9.6,0.4
"S12000018","Council area","Inverclyde",2012,"2010 to 2014 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.2,1.6,7.6,0
"S12000018","Council area","Inverclyde",2013,"2011 to 2015 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.6,0.8,6.4,0
"S12000018","Council area","Inverclyde",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.4,0.5,6.1,0
"S12000018","Council area","Inverclyde",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1,1.4,7.8,0
"S12000018","Council area","Inverclyde",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1,1.4,7.9,0
"S12000018","Council area","Inverclyde",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.6,2.4,9.7,0.2
"S12000018","Council area","Inverclyde",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.8,2.7,10.5,0.3
"S12000018","Council area","Inverclyde",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.4,3.8,12.3,0.6
"S12000019","Council area","Midlothian",2004,"2002 to 2006 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.2,4.8,12.1,1.4
"S12000019","Council area","Midlothian",2005,"2003 to 2007 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.2,4.8,11.9,1.3
"S12000019","Council area","Midlothian",2006,"2004 to 2008 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4,4.4,11.4,1.2
"S12000019","Council area","Midlothian",2007,"2005 to 2009 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.4,3.7,10.2,0.9
"S12000019","Council area","Midlothian",2008,"2006 to 2010 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.6,2.8,8.7,0.5
"S12000019","Council area","Midlothian",2009,"2007 to 2011 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.4,2.5,8.2,0.4
"S12000019","Council area","Midlothian",2010,"2008 to 2012 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.6,2.6,8.3,0.4
"S12000019","Council area","Midlothian",2011,"2009 to 2013 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.8,2.8,8.5,0.5
"S12000019","Council area","Midlothian",2012,"2010 to 2014 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.6,3.5,9.5,0.9
"S12000019","Council area","Midlothian",2013,"2011 to 2015 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.8,3.7,9.6,0.9
"S12000019","Council area","Midlothian",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3,2.8,8.3,0.6
"S12000019","Council area","Midlothian",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.4,2.3,7.4,0.3
"S12000019","Council area","Midlothian",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3,2.8,8.1,0.6
"S12000019","Council area","Midlothian",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2,1.8,6.7,0.2
"S12000019","Council area","Midlothian",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2,1.9,6.8,0.2
"S12000019","Council area","Midlothian",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2,1.9,6.8,0.2
"S12000020","Council area","Moray",2004,"2002 to 2006 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.4,5.1,12.5,1.5
"S12000020","Council area","Moray",2005,"2003 to 2007 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.6,5.2,12.5,1.6
"S12000020","Council area","Moray",2006,"2004 to 2008 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4,4.4,11.2,1.2
"S12000020","Council area","Moray",2007,"2005 to 2009 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.6,3.8,10.3,0.9
"S12000020","Council area","Moray",2008,"2006 to 2010 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.4,3.6,9.9,0.8
"S12000020","Council area","Moray",2009,"2007 to 2011 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3,3.1,9.1,0.6
"S12000020","Council area","Moray",2010,"2008 to 2012 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.2,3.4,9.6,0.7
"S12000020","Council area","Moray",2011,"2009 to 2013 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.4,3.6,9.9,0.8
"S12000020","Council area","Moray",2012,"2010 to 2014 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.4,3.6,10,0.8
"S12000020","Council area","Moray",2013,"2011 to 2015 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.2,3.4,9.7,0.7
"S12000020","Council area","Moray",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3,3.2,9.4,0.6
"S12000020","Council area","Moray",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.6,2.8,8.9,0.5
"S12000020","Council area","Moray",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.6,2.9,9.2,0.5
"S12000020","Council area","Moray",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2,2.3,8.3,0.3
"S12000020","Council area","Moray",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.4,2.8,9.1,0.4
"S12000020","Council area","Moray",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3,3.6,10.4,0.7
"S12000021","Council area","North Ayrshire",2004,"2002 to 2006 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",7,5,10.2,2
"S12000021","Council area","North Ayrshire",2005,"2003 to 2007 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",8.2,5.7,11.1,2.5
"S12000021","Council area","North Ayrshire",2006,"2004 to 2008 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",8.2,5.6,11,2.5
"S12000021","Council area","North Ayrshire",2007,"2005 to 2009 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",9.4,6.4,11.9,3
"S12000021","Council area","North Ayrshire",2008,"2006 to 2010 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",8.6,5.8,11.1,2.6
"S12000021","Council area","North Ayrshire",2009,"2007 to 2011 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",9,6.1,11.5,2.8
"S12000021","Council area","North Ayrshire",2010,"2008 to 2012 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",8,5.5,10.9,2.4
"S12000021","Council area","North Ayrshire",2011,"2009 to 2013 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",6.8,4.8,10,1.9
"S12000021","Council area","North Ayrshire",2012,"2010 to 2014 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5.8,4.2,9.3,1.5
"S12000021","Council area","North Ayrshire",2013,"2011 to 2015 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.8,3.6,8.6,1.1
"S12000021","Council area","North Ayrshire",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4,3.1,8,0.8
"S12000021","Council area","North Ayrshire",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.2,3.3,8.4,0.9
"S12000021","Council area","North Ayrshire",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.2,3.4,8.6,1
"S12000021","Council area","North Ayrshire",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4,3.4,8.6,0.9
"S12000021","Council area","North Ayrshire",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.2,3.6,9.1,1
"S12000021","Council area","North Ayrshire",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.2,2.8,8.1,0.6
"S12000023","Council area","Orkney Islands",2004,"2002 to 2006 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.6,3.3,27,0
"S12000023","Council area","Orkney Islands",2005,"2003 to 2007 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.8,4.3,28.2,0
"S12000023","Council area","Orkney Islands",2006,"2004 to 2008 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.6,3.1,25,0
"S12000023","Council area","Orkney Islands",2007,"2005 to 2009 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.6,3,24.3,0
"S12000023","Council area","Orkney Islands",2008,"2006 to 2010 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.8,3.9,25.7,0
"S12000023","Council area","Orkney Islands",2009,"2007 to 2011 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.8,4,25.9,0
"S12000023","Council area","Orkney Islands",2010,"2008 to 2012 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.8,3.9,25.6,0
"S12000023","Council area","Orkney Islands",2011,"2009 to 2013 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.8,4,26,0
"S12000023","Council area","Orkney Islands",2012,"2010 to 2014 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.6,3,24.6,0
"S12000023","Council area","Orkney Islands",2013,"2011 to 2015 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.4,2,22.8,0
"S12000023","Council area","Orkney Islands",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.4,2.1,23.5,0
"S12000023","Council area","Orkney Islands",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.2,1.1,21.8,0
"S12000023","Council area","Orkney Islands",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.2,1.1,22.2,0
"S12000023","Council area","Orkney Islands",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.2,1.1,22.2,0
"S12000023","Council area","Orkney Islands",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0,0,20.1,0
"S12000023","Council area","Orkney Islands",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.2,1.1,22.5,0
"S12000026","Council area","Scottish Borders",2004,"2002 to 2006 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5.8,5.5,12.1,2
"S12000026","Council area","Scottish Borders",2005,"2003 to 2007 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5,4.6,10.8,1.5
"S12000026","Council area","Scottish Borders",2006,"2004 to 2008 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.8,3.4,9,0.9
"S12000026","Council area","Scottish Borders",2007,"2005 to 2009 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.2,2.8,8.1,0.6
"S12000026","Council area","Scottish Borders",2008,"2006 to 2010 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.2,2.8,7.9,0.6
"S12000026","Council area","Scottish Borders",2009,"2007 to 2011 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.2,2.8,7.9,0.6
"S12000026","Council area","Scottish Borders",2010,"2008 to 2012 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3,2.6,7.7,0.5
"S12000026","Council area","Scottish Borders",2011,"2009 to 2013 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.8,2.5,7.4,0.5
"S12000026","Council area","Scottish Borders",2012,"2010 to 2014 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.6,2.3,7.2,0.4
"S12000026","Council area","Scottish Borders",2013,"2011 to 2015 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2,1.8,6.6,0.2
"S12000026","Council area","Scottish Borders",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.8,1.7,6.4,0.2
"S12000026","Council area","Scottish Borders",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.2,2.1,7.2,0.3
"S12000026","Council area","Scottish Borders",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.8,2.7,8.3,0.5
"S12000026","Council area","Scottish Borders",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.6,2.6,8.3,0.4
"S12000026","Council area","Scottish Borders",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.6,2.7,8.6,0.5
"S12000026","Council area","Scottish Borders",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.2,2.4,8.2,0.3
"S12000027","Council area","Shetland Islands",2004,"2002 to 2006 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2,8.4,30.5,0.9
"S12000027","Council area","Shetland Islands",2005,"2003 to 2007 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.4,9.8,32.2,1.5
